sgRNA	gene	CRISPR_C6596653.sample	ERS717283.plasmid
SYNE2_CCDS41963.1_ex104_14:64681110-64681133:+_14-6	SYNE2	772	515
ZKSCAN7_CCDS2714.1_ex0_3:44598716-44598739:+_5-2	ZKSCAN7	123	244
RSBN1_CCDS862.1_ex6_1:114354847-114354870:-_5-5	RSBN1	856	624
FBXO7_CCDS13907.1_ex2_22:32880089-32880112:+_5-4	FBXO7	269	248
PCDHGA5_CCDS54925.1_ex0_5:140745157-140745180:+_5-5	PCDHGA5	666	415
SLC35C1_CCDS44575.1_ex1_11:45832423-45832446:+_5-5	SLC35C1	1017	622
MIOX_CCDS14092.1_ex3_22:50926401-50926424:-_5-2	MIOX	232	216
SH2D3C_CCDS48026.1_ex5_9:130507259-130507282:-_5-4	SH2D3C	435	376
P4HA1_CCDS41537.1_ex9_10:74813228-74813251:-_5-2	P4HA1	175	164
ZNF573_CCDS12508.1_ex0_19:38230691-38230714:+_5-3	ZNF573	21	3
HACL1_CCDS2627.1_ex15_3:15642608-15642631:-_5-4	HACL1	574	489
SRBD1_CCDS1823.1_ex11_2:45789790-45789813:-_5-2	SRBD1	50	151
NANS_CCDS6733.1_ex3_9:100840463-100840486:+_5-4	NANS	563	524
CCDC112_CCDS34213.1_ex3_5:114607222-114607245:+_5-1	CCDC112	44	31
C12orf79_CCDS58261.1_ex2_12:92382898-92382921:+_8-7	C12orf79	188	188
DPYD_CCDS30777.1_ex21_1:98348858-98348881:+_5-5	DPYD	167	315
TFAP4_CCDS10510.1_ex2_16:4310556-4310579:+_5-2	TFAP4	483	395
IGFBP4_CCDS11367.1_ex0_17:38600220-38600243:+_5-2	IGFBP4	907	917
GGT6_CCDS11047.1_ex0_17:4462307-4462330:+_5-4	GGT6	229	411
GIT2_CCDS44968.1_ex16_12:110427504-110427527:-_5-4	GIT2	127	162
CRTC2_CCDS30875.1_ex8_1:153925734-153925757:+_5-2	CRTC2	674	837
COPB1_CCDS7815.1_ex14_11:14504578-14504601:+_5-3	COPB1	183	304
ZNF786_CCDS47738.1_ex1_7:148771577-148771600:+_5-5	ZNF786	667	583
TMPRSS5_CCDS44735.1_ex10_11:113570378-113570401:-_5-5	TMPRSS5	647	587
ST8SIA2_CCDS10372.1_ex2_15:92977474-92977497:+_5-2	ST8SIA2	0	22
MESP1_CCDS10355.1_ex1_15:90294122-90294145:-_5-2	MESP1	1920	1343
NLRC5_CCDS10773.1_ex7_16:57063959-57063982:+_5-4	NLRC5	1045	820
MTX1_CCDS1100.1_ex0_1:155178758-155178781:-_5-1	MTX1	553	355
WDR38_CCDS43876.1_ex3_9:127618134-127618157:+_5-3	WDR38	544	418
MRPL40_CCDS13760.1_ex1_22:19420864-19420887:-_5-3	MRPL40	288	186
SCTR_CCDS2127.1_ex9_2:120231106-120231129:+_5-4	SCTR	664	421
TMC7_CCDS10573.1_ex6_16:19047084-19047107:+_5-5	TMC7	778	610
HCCS_CCDS14139.1_ex3_X:11136632-11136655:+_5-4	HCCS	12	91
WBSCR27_CCDS5561.1_ex1_7:73254424-73254447:+_5-3	WBSCR27	847	938
C12orf73_CCDS44964.1_ex1_12:104350426-104350449:-_5-5	C12orf73	214	515
GPCPD1_CCDS13090.1_ex15_20:5566875-5566898:-_5-4	GPCPD1	179	118
ZNF112_CCDS12637.1_ex0_19:44833564-44833587:-_5-3	ZNF112	141	135
NFE2_CCDS8876.1_ex0_12:54687101-54687124:+_5-5	NFE2	537	423
GABRD_CCDS36.1_ex3_1:1957083-1957106:+_5-2	GABRD	669	476
NPL_CCDS1350.1_ex5_1:182785911-182785934:+_5-5	NPL	483	387
TBC1D31_CCDS47916.1_ex6_8:124113160-124113183:-_5-4	TBC1D31	251	405
NCF4_CCDS13934.1_ex4_22:37266566-37266589:-_5-4	NCF4	822	970
PCDHB8_CCDS4250.1_ex0_5:140558340-140558363:+_5-1	PCDHB8	19	90
NME7_CCDS1277.1_ex6_1:169267974-169267997:-_5-3	NME7	25	50
PCYT2_CCDS11791.1_ex8_17:79865711-79865734:-_5-4	PCYT2	91	256
SLC22A6_CCDS31591.1_ex9_11:62751976-62751999:+_5-5	SLC22A6	1031	787
CROT_CCDS47634.1_ex2_7:86988571-86988594:+_7-3	CROT	126	181
HYAL2_CCDS2818.1_ex2_3:50357442-50357465:-_5-2	HYAL2	436	629
FGGY_CCDS44155.1_ex8_1:60091656-60091679:+_5-2	FGGY	164	135
CERKL_CCDS33340.1_ex8_2:182468591-182468614:-_5-2	CERKL	0	0
GRAP_CCDS11202.1_ex1_17:18927690-18927713:-_5-3	GRAP	293	379
MGA_CCDS55959.1_ex0_15:41961678-41961701:+_5-1	MGA	307	556
FAM211A_CCDS11178.2_ex2_17:16395203-16395226:+_5-5	FAM211A	602	421
CXorf22_CCDS14237.2_ex6_X:35971778-35971801:+_5-4	CXorf22	72	24
DOK2_CCDS6016.1_ex1_8:21768349-21768372:+_5-3	DOK2	883	700
ZNF500_CCDS32383.1_ex3_16:4812572-4812595:-_5-1	ZNF500	700	442
BDKRB1_CCDS9943.1_ex0_14:96730315-96730338:-_5-4	BDKRB1	98	105
CPXM1_CCDS13033.1_ex5_20:2777065-2777088:-_5-1	CPXM1	1754	1392
ZMYM3_CCDS14409.1_ex23_X:70472915-70472938:+_5-5	ZMYM3	522	473
MYBPC3_CCDS53621.1_ex19_11:47364628-47364651:+_5-2	MYBPC3	832	630
MAP1B_CCDS4012.1_ex4_5:71490837-71490860:+_5-3	MAP1B	510	751
TCF12_CCDS10159.1_ex9_15:57524967-57524990:-_5-4	TCF12	565	422
FKBP11_CCDS44871.1_ex3_12:49318414-49318437:-_12-8	FKBP11	226	405
CCDC178_CCDS11906.1_ex9_18:30847222-30847245:-_5-1	CCDC178	120	113
IFFO1_CCDS41741.1_ex9_12:6664589-6664612:+_5-3	IFFO1	334	304
NUPR1L_CCDS59058.1_ex0_7:56183792-56183815:+_5-1	NUPR1L	1863	1353
FHOD1_CCDS10834.1_ex21_16:67281141-67281164:-_5-4	FHOD1	410	630
KIAA1257_CCDS46905.1_ex4_3:128706549-128706572:-_5-1	KIAA1257	739	670
RALGAPB_CCDS13305.1_ex7_20:37146526-37146549:-_5-3	RALGAPB	359	358
NTF3_CCDS44806.1_ex1_12:5603798-5603821:+_5-5	NTF3	482	398
PRAMEF12_CCDS41254.1_ex1_1:12835798-12835821:+_5-2	PRAMEF12	666	529
SH3D19_CCDS34077.2_ex14_4:152095994-152096017:+_5-4	SH3D19	900	593
POLM_CCDS34625.1_ex10_7:44121916-44121939:+_5-5	POLM	507	452
CDC42SE1_CCDS981.1_ex1_1:151027551-151027574:+_5-4	CDC42SE1	109	292
TIMM21_CCDS12003.1_ex0_18:71816255-71816278:-_5-2	TIMM21	767	935
CCDC108_CCDS2430.2_ex31_2:219903087-219903110:+_5-4	CCDC108	626	773
AP2A2_CCDS44512.1_ex4_11:977170-977193:-_5-3	AP2A2	1176	825
ART5_CCDS7743.1_ex2_11:3661523-3661546:+_5-5	ART5	361	233
PRDM9_CCDS43307.1_ex9_5:23526468-23526491:-_5-4	PRDM9	762	789
SCGB1D4_CCDS31583.1_ex1_11:62065004-62065027:-_3-1	SCGB1D4	790	609
AFF3_CCDS33258.1_ex19_2:100623709-100623732:+_5-5	AFF3	330	206
C20orf196_CCDS13091.1_ex1_20:5843766-5843789:+_5-3	C20orf196	286	390
SLC2A6_CCDS48052.1_ex6_9:136342191-136342214:-_5-1	SLC2A6	554	683
CYP7A1_CCDS6171.1_ex3_8:59409628-59409651:+_5-3	CYP7A1	559	618
CDC42EP1_CCDS13949.1_ex0_22:37962577-37962600:-_5-2	CDC42EP1	492	526
PARP14_CCDS46894.1_ex5_3:122419796-122419819:-_5-2	PARP14	442	464
PLEKHH2_CCDS1812.1_ex6_2:43927442-43927465:+_5-3	PLEKHH2	172	92
CCT6B_CCDS32617.1_ex9_17:33279034-33279057:-_5-3	CCT6B	11	76
FAM72D_CCDS44204.1_ex2_1:143910137-143910160:-_5-3	FAM72D	198	374
SERF2_CCDS55963.1_ex2_15:44086044-44086067:-_8-8	SERF2	335	527
RFPL2_CCDS43009.2_ex0_22:32587324-32587347:-_7-1	RFPL2	48	250
ACADSB_CCDS7634.1_ex5_10:124802658-124802681:-_5-5	ACADSB	393	308
NDUFA13_CCDS12404.2_ex2_19:19638083-19638106:+_5-3	NDUFA13	165	493
PUS10_CCDS1865.1_ex15_2:61236047-61236070:-_5-3	PUS10	253	233
SLC1A1_CCDS6452.1_ex3_9:4564369-4564392:+_5-3	SLC1A1	208	226
STMN4_CCDS6055.1_ex2_8:27098614-27098637:-_5-2	STMN4	894	607
KLC3_CCDS12660.2_ex3_19:45851274-45851297:-_5-5	KLC3	915	954
NMI_CCDS2192.1_ex4_2:152135494-152135517:-_5-4	NMI	5	16
FSD1L_CCDS47999.1_ex3_9:108230583-108230606:+_6-4	FSD1L	242	133
DPP9_CCDS45928.1_ex11_19:4697606-4697629:+_5-3	DPP9	608	459
FAM46B_CCDS294.2_ex1_1:27338933-27338956:+_5-4	FAM46B	928	660
SLC17A5_CCDS4981.1_ex8_6:74351628-74351651:-_5-3	SLC17A5	0	0
PAQR8_CCDS4941.1_ex0_6:52268514-52268537:-_5-5	PAQR8	607	636
MMP13_CCDS8324.1_ex6_11:102824973-102824996:-_5-3	MMP13	908	727
CRY1_CCDS9112.1_ex6_12:107393781-107393804:+_5-1	CRY1	1	20
CLCN5_CCDS14328.1_ex2_X:49840592-49840615:-_10-6	CLCN5	393	246
CCDC121_CCDS1759.1_ex0_2:27850314-27850337:-_5-3	CCDC121	2	28
VPS39_CCDS10083.1_ex23_15:42492092-42492115:-_5-5	VPS39	148	286
IFT140_CCDS10439.1_ex21_16:1636244-1636267:+_5-4	IFT140	560	546
C8B_CCDS30730.1_ex8_1:57420466-57420489:-_5-5	C8B	256	348
DSCAM_CCDS42929.1_ex26_21:41711063-41711086:-_5-3	DSCAM	547	399
CKB_CCDS9981.1_ex5_14:103988490-103988513:+_5-4	CKB	474	646
METTL7B_CCDS8887.2_ex0_12:56075885-56075908:-_5-4	METTL7B	423	315
IL36B_CCDS2109.1_ex2_2:113786607-113786630:-_5-3	IL36B	151	191
C1orf185_CCDS44142.1_ex2_1:51584379-51584402:+_5-2	C1orf185	276	151
ZBED4_CCDS33677.1_ex0_22:50277964-50277987:-_5-2	ZBED4	579	319
SACS_CCDS9300.2_ex3_13:23932575-23932598:-_5-5	SACS	339	542
SHISA7_CCDS46193.1_ex3_19:55953558-55953581:-_5-3	SHISA7	843	739
URB2_CCDS31052.1_ex2_1:229771939-229771962:-_5-4	URB2	286	382
CDK15_CCDS2350.1_ex4_2:202688395-202688418:-_5-3	CDK15	813	528
CCDC34_CCDS31448.1_ex4_11:27379080-27379103:-_5-2	CCDC34	649	483
KIN_CCDS7080.1_ex8_10:7820947-7820970:-_5-4	KIN	16	311
HERPUD1_CCDS10771.1_ex3_16:56970619-56970642:-_5-3	HERPUD1	464	486
CSF1R_CCDS4302.1_ex18_5:149459860-149459883:-_5-5	CSF1R	188	286
NETO1_CCDS12000.1_ex7_18:70532053-70532076:+_5-5	NETO1	827	622
TMEM55B_CCDS41911.1_ex5_14:20928982-20929005:-_5-4	TMEM55B	1029	946
BRWD1_CCDS13662.1_ex38_21:40684802-40684825:-_5-3	BRWD1	342	296
ELMOD3_CCDS1973.1_ex5_2:85598218-85598241:+_5-3	ELMOD3	231	224
CLASRP_CCDS12652.2_ex5_19:45561025-45561048:+_5-2	CLASRP	87	220
PLA2G3_CCDS13889.1_ex5_22:31534657-31534680:+_5-1	PLA2G3	245	339
TBC1D32_CCDS43501.1_ex28_6:121631937-121631960:-_5-3	TBC1D32	598	347
TM2D3_CCDS10392.1_ex3_15:102190324-102190347:+_5-5	TM2D3	207	162
TNFRSF10D_CCDS6038.1_ex7_8:23012446-23012469:+_5-5	TNFRSF10D	922	684
TNFSF10_CCDS3219.1_ex4_3:172241041-172241064:-_6-5	TNFSF10	431	277
SORCS3_CCDS7558.1_ex8_10:106907453-106907476:+_5-5	SORCS3	726	631
ZNF473_CCDS33077.1_ex3_19:50548755-50548778:-_5-5	ZNF473	491	392
HMGXB4_CCDS33641.1_ex2_22:35659850-35659873:+_5-1	HMGXB4	293	151
FBXO39_CCDS11082.1_ex0_17:6683600-6683623:-_5-1	FBXO39	713	585
ZNF566_CCDS12494.1_ex0_19:36940819-36940842:-_5-5	ZNF566	86	109
KANSL3_CCDS46361.1_ex17_2:97285408-97285431:-_5-2	KANSL3	12	411
CTAG2_CCDS14759.1_ex0_X:153880804-153880827:+_6-2	CTAG2	641	609
ANLN_CCDS5447.1_ex2_7:36438960-36438983:+_5-2	ANLN	320	350
DNAJC3_CCDS9479.1_ex6_13:96412941-96412964:+_5-5	DNAJC3	194	209
DNASE1L1_CCDS14747.1_ex5_X:153633333-153633356:+_5-3	DNASE1L1	435	535
TMPRSS4_CCDS31684.1_ex4_11:117975471-117975494:-_5-3	TMPRSS4	228	213
RHOG_CCDS7748.1_ex0_11:3848970-3848993:-_5-1	RHOG	373	401
TIPRL_CCDS1270.1_ex1_1:168153191-168153214:+_5-2	TIPRL	54	253
ERBB2IP_CCDS34172.1_ex6_5:65319186-65319209:-_5-2	ERBB2IP	87	75
CRH_CCDS6188.1_ex0_8:67089563-67089586:+_5-5	CRH	57	172
ULK4_CCDS43071.1_ex19_3:41877383-41877406:-_5-2	ULK4	467	349
MRGPRE_CCDS41603.2_ex0_11:3249602-3249625:+_5-2	MRGPRE	764	653
HDAC6_CCDS14306.1_ex1_X:48661309-48661332:+_5-1	HDAC6	662	601
ADAMTS5_CCDS13579.1_ex7_21:28337853-28337876:-_5-1	ADAMTS5	1065	814
MRPL1_CCDS3583.2_ex2_4:78804623-78804646:+_5-3	MRPL1	533	400
C4orf45_CCDS47156.1_ex3_4:159894395-159894418:+_5-5	C4orf45	422	496
VPS13B_CCDS47903.1_ex1_8:100050693-100050716:+_5-2	VPS13B	101	105
UBE2Q2_CCDS10286.1_ex4_15:76165798-76165821:+_6-5	UBE2Q2	29	29
SPOCK1_CCDS4191.1_ex8_5:136602687-136602710:+_5-4	SPOCK1	323	270
GABBR2_CCDS6736.1_ex12_9:101216312-101216335:-_5-1	GABBR2	697	610
BST2_CCDS12358.1_ex3_19:17516099-17516122:+_5-2	BST2	960	839
SLC44A2_CCDS12245.1_ex10_19:10745501-10745524:-_5-5	SLC44A2	345	372
C1orf53_CCDS44290.1_ex0_1:197872032-197872055:-_5-4	C1orf53	722	588
KIAA1522_CCDS41298.1_ex1_1:33233410-33233433:+_5-1	KIAA1522	418	495
SYNJ2_CCDS5254.1_ex11_6:158487637-158487660:-_5-5	SYNJ2	401	366
TRIM6-TRIM34_CCDS31388.1_ex1_11:5624919-5624942:+_3-1	TRIM6-TRIM34	740	621
TAF1L_CCDS35003.1_ex0_9:32635161-32635184:+_5-5	TAF1L	348	238
HDAC8_CCDS14420.1_ex9_X:71791935-71791958:+_10-8	HDAC8	14	83
CSNK1E_CCDS13970.1_ex5_22:38696789-38696812:-_5-2	CSNK1E	575	536
FTCD_CCDS13731.1_ex12_21:47574134-47574157:-_5-5	FTCD	770	893
ZNF195_CCDS41604.1_ex2_11:3392805-3392828:-_9-8	ZNF195	396	384
TNP2_CCDS45410.1_ex1_16:11363023-11363046:+_5-5	TNP2	1093	902
ZNF622_CCDS3886.1_ex4_5:16463785-16463808:-_5-1	ZNF622	229	329
KRTAP5-1_CCDS31330.1_ex0_11:1606113-1606136:+_5-2	KRTAP5-1	1419	737
TLK2_CCDS11633.1_ex6_17:60629678-60629701:-_5-5	TLK2	251	628
ZIC2_CCDS9495.1_ex0_13:100635103-100635126:-_5-5	ZIC2	775	648
SAE1_CCDS12696.1_ex0_19:47634268-47634291:+_6-1	SAE1	20	375
KLF6_CCDS53490.1_ex1_10:3824209-3824232:+_5-4	KLF6	2	73
UBN1_CCDS10525.1_ex5_16:4911071-4911094:-_5-3	UBN1	364	327
GNG12_CCDS30749.1_ex0_1:68171240-68171263:-_4-3	GNG12	654	553
CITED1_CCDS14419.1_ex0_X:71521945-71521968:-_5-2	CITED1	336	353
ZNF117_CCDS43593.1_ex0_7:64439324-64439347:+_5-2	ZNF117	147	213
POLR1A_CCDS42706.1_ex19_2:86281264-86281287:+_5-1	POLR1A	71	298
TRMT13_CCDS765.1_ex8_1:100609677-100609700:+_5-5	TRMT13	358	549
AMDHD2_CCDS10471.1_ex1_16:2570879-2570902:-_5-1	AMDHD2	374	414
IDI1_CCDS7056.1_ex4_10:1094812-1094835:+_5-5	IDI1	1883	1496
MYBPH_CCDS30975.1_ex7_1:203143659-203143682:-_5-5	MYBPH	706	517
ANXA10_CCDS34096.1_ex4_4:169085381-169085404:+_5-2	ANXA10	36	16
KCNK9_CCDS6377.1_ex1_8:140714967-140714990:-_5-2	KCNK9	454	375
ZDHHC2_CCDS47810.1_ex0_8:17014315-17014338:-_5-1	ZDHHC2	612	513
NLGN4Y_CCDS14788.1_ex0_Y:16734163-16734186:-_12-1	NLGN4Y	519	296
CYSLTR2_CCDS9412.1_ex0_13:49281257-49281280:-_5-4	CYSLTR2	68	62
MATK_CCDS12113.1_ex8_19:3783846-3783869:-_5-3	MATK	454	446
TFCP2L1_CCDS2134.1_ex12_2:122007196-122007219:-_5-5	TFCP2L1	173	200
GABRA1_CCDS4357.1_ex4_5:161302618-161302641:-_5-3	GABRA1	493	399
OSBPL1A_CCDS11884.1_ex8_18:21759782-21759805:+_5-2	OSBPL1A	751	668
IMPACT_CCDS11886.1_ex2_18:22008865-22008888:-_5-2	IMPACT	228	272
DSCAML1_CCDS8384.1_ex26_11:117389342-117389365:+_5-3	DSCAML1	132	136
CASP8_CCDS2342.1_ex2_2:202137347-202137370:+_5-5	CASP8	473	398
TMEM161A_CCDS12393.1_ex8_19:19243544-19243567:+_5-4	TMEM161A	556	472
FOXK1_CCDS34591.1_ex0_7:4722360-4722383:-_5-3	FOXK1	223	369
CA10_CCDS32684.1_ex6_17:50008358-50008381:-_5-5	CA10	528	623
ONECUT3_CCDS45900.1_ex0_19:1754006-1754029:-_5-1	ONECUT3	653	504
HCFC1R1_CCDS10490.1_ex1_16:3073220-3073243:+_6-1	HCFC1R1	448	408
ICOS_CCDS2363.1_ex1_2:204820599-204820622:-_5-5	ICOS	108	84
CLEC1A_CCDS8612.1_ex5_12:10251396-10251419:+_5-5	CLEC1A	706	779
GALNT5_CCDS2203.1_ex0_2:158115994-158116017:-_5-5	GALNT5	560	444
FAM117A_CCDS11553.1_ex4_17:47797697-47797720:-_5-2	FAM117A	393	461
ARG2_CCDS9785.1_ex2_14:68109045-68109068:+_5-3	ARG2	539	431
FAM83B_CCDS34479.1_ex1_6:54791219-54791242:+_5-2	FAM83B	470	381
WAS_CCDS14303.1_ex6_X:48545272-48545295:-_5-4	WAS	341	406
EVI2B_CCDS11266.1_ex0_17:29632061-29632084:+_5-2	EVI2B	0	4
NR1D1_CCDS11361.1_ex6_17:38253451-38253474:+_5-4	NR1D1	664	692
KCNC2_CCDS58255.1_ex2_12:75601139-75601162:-_5-1	KCNC2	1071	718
OXNAD1_CCDS2630.1_ex3_3:16336415-16336438:-_5-4	OXNAD1	324	408
PATE1_CCDS8464.1_ex3_11:125617589-125617612:-_5-1	PATE1	226	119
CLTA_CCDS43802.1_ex3_9:36204067-36204090:-_5-4	CLTA	330	456
PPP2R1A_CCDS12849.1_ex3_19:52714573-52714596:-_5-2	PPP2R1A	46	614
TRPC7_CCDS47267.2_ex10_5:135692489-135692512:+_5-2	TRPC7	728	627
ROR1_CCDS41344.1_ex2_1:64515527-64515550:+_5-2	ROR1	1154	1064
AKNAD1_CCDS791.2_ex14_1:109394757-109394780:-_5-5	AKNAD1	89	111
CTRC_CCDS156.1_ex3_1:15769059-15769082:-_5-5	CTRC	1085	789
CPEB4_CCDS4390.1_ex0_5:173317204-173317227:-_5-3	CPEB4	298	228
NR2F1_CCDS4068.1_ex0_5:92920947-92920970:-_5-1	NR2F1	555	542
ITPKA_CCDS10076.1_ex0_15:41786478-41786501:-_5-2	ITPKA	196	225
FANK1_CCDS31309.1_ex4_10:127685113-127685136:-_5-5	FANK1	710	488
MAPKAPK2_CCDS1466.1_ex1_1:206902145-206902168:+_5-3	MAPKAPK2	569	502
ZBTB8B_CCDS44104.1_ex0_1:32936730-32936753:-_5-4	ZBTB8B	723	477
PDCD11_CCDS31276.1_ex13_10:105178297-105178320:-_5-4	PDCD11	93	346
ADAM2_CCDS34884.1_ex14_8:39678515-39678538:-_5-3	ADAM2	234	94
PPFIBP2_CCDS31419.1_ex8_11:7650711-7650734:+_5-2	PPFIBP2	281	216
SLC17A4_CCDS4564.1_ex2_6:25770500-25770523:-_5-4	SLC17A4	470	366
SERTAD1_CCDS12557.1_ex0_19:40929131-40929154:-_5-4	SERTAD1	786	618
SLC25A32_CCDS6300.1_ex2_8:104414250-104414273:+_5-1	SLC25A32	515	542
COL21A1_CCDS55025.1_ex27_6:56044785-56044808:-_5-5	COL21A1	169	214
PACS1_CCDS8129.1_ex7_11:65987245-65987268:-_5-4	PACS1	359	326
LAMB1_CCDS5750.1_ex17_7:107601676-107601699:-_5-2	LAMB1	689	672
COG5_CCDS55152.1_ex14_7:107052960-107052983:-_5-5	COG5	586	556
UBE2W_CCDS47874.2_ex3_8:74737467-74737490:-_5-4	UBE2W	34	117
TOMM70A_CCDS33807.1_ex10_3:100105784-100105807:-_5-3	TOMM70A	24	92
AMACR_CCDS3902.1_ex3_5:34005896-34005919:+_5-1	AMACR	301	343
ARMC10_CCDS55145.1_ex2_7:102724121-102724144:+_5-3	ARMC10	0	0
SPG20_CCDS9356.1_ex7_13:36909694-36909717:-_5-5	SPG20	217	373
UBE2O_CCDS32742.1_ex13_17:74398140-74398163:+_5-3	UBE2O	843	600
ATP6V1B1_CCDS1912.1_ex5_2:71187139-71187162:+_5-5	ATP6V1B1	1002	736
ZNF710_CCDS10358.1_ex0_15:90611080-90611103:+_5-2	ZNF710	490	608
PLCB3_CCDS53654.1_ex12_11:64028911-64028934:-_5-5	PLCB3	576	557
PPP1R26_CCDS6988.1_ex0_9:138378042-138378065:+_5-5	PPP1R26	1035	809
KPRP_CCDS30862.1_ex0_1:152732507-152732530:-_5-1	KPRP	455	272
C16orf87_CCDS10724.1_ex2_16:46858347-46858370:+_5-5	C16orf87	0	0
MPHOSPH9_CCDS9243.2_ex14_12:123687328-123687351:+_5-1	MPHOSPH9	70	104
CTSG_CCDS9631.1_ex2_14:25043995-25044018:-_5-5	CTSG	45	158
MRGPRE_CCDS41603.2_ex0_11:3249502-3249525:+_5-1	MRGPRE	600	600
WDR17_CCDS3825.1_ex4_4:177046372-177046395:+_5-3	WDR17	457	497
ACTR5_CCDS13308.1_ex2_20:37380921-37380944:+_5-5	ACTR5	196	354
ADPGK_CCDS42057.1_ex6_15:73075831-73075854:+_5-4	ADPGK	500	564
SP140_CCDS33392.1_ex1_2:231101926-231101949:-_5-3	SP140	533	370
GTF3C6_CCDS5087.1_ex5_6:111288703-111288726:+_5-3	GTF3C6	703	324
RASA1_CCDS34200.1_ex7_5:86645159-86645182:+_5-3	RASA1	121	81
AHDC1_CCDS30652.1_ex0_1:27877159-27877182:+_5-3	AHDC1	499	544
SIGLEC9_CCDS12825.1_ex1_19:51629099-51629122:-_5-4	SIGLEC9	475	529
ZNF805_CCDS46207.1_ex3_19:57764833-57764856:+_7-3	ZNF805	457	533
EXD1_CCDS10072.1_ex3_15:41487998-41488021:+_5-3	EXD1	168	125
XBP1_CCDS13847.1_ex4_22:29196323-29196346:+_5-5	XBP1	1265	925
C1orf192_CCDS30921.1_ex1_1:161335314-161335337:-_5-1	C1orf192	240	295
TBX6_CCDS10670.1_ex5_16:30100323-30100346:+_5-2	TBX6	532	619
WISP1_CCDS56555.1_ex1_8:134225132-134225155:+_17-2	WISP1	422	609
EHBP1_CCDS1872.1_ex12_2:63175397-63175420:+_5-4	EHBP1	898	565
C19orf54_CCDS12564.2_ex5_19:41255480-41255503:+_5-4	C19orf54	0	20
NUDC_CCDS292.1_ex4_1:27269195-27269218:+_5-4	NUDC	50	442
POLD1_CCDS12795.1_ex3_19:50905254-50905277:+_5-2	POLD1	0	383
C14orf142_CCDS41981.1_ex1_14:93673246-93673269:+_5-4	C14orf142	566	431
NR4A3_CCDS6742.1_ex1_9:102590544-102590567:-_5-3	NR4A3	0	0
TRAPPC11_CCDS34112.1_ex6_4:184598621-184598644:-_5-2	TRAPPC11	0	36
HFE_CCDS4578.1_ex2_6:26091608-26091631:+_18-8	HFE	352	456
CEP170_CCDS44337.1_ex12_1:243362446-243362469:-_5-4	CEP170	828	702
RNASEK_CCDS45594.2_ex0_17:6916013-6916036:+_5-3	RNASEK	112	555
TRMT10C_CCDS43122.1_ex0_3:101283757-101283780:-_5-1	TRMT10C	11	25
TMEM225_CCDS31697.1_ex2_11:123755253-123755276:+_5-3	TMEM225	0	11
ANGPT1_CCDS56551.1_ex5_8:108334264-108334287:-_5-2	ANGPT1	394	225
WDR55_CCDS4235.1_ex1_5:140047818-140047841:+_5-3	WDR55	409	360
NFASC_CCDS30982.1_ex1_1:204921191-204921214:-_5-2	NFASC	309	266
CCDC58_CCDS33838.1_ex2_3:122087130-122087153:+_5-2	CCDC58	53	104
PPA2_CCDS34043.1_ex5_4:106395062-106395085:+_5-4	PPA2	110	622
ZNF320_CCDS33095.1_ex0_19:53384742-53384765:-_5-3	ZNF320	10	11
PIP4K2A_CCDS7141.1_ex5_10:22862310-22862333:+_5-1	PIP4K2A	218	130
PDIA6_CCDS1675.1_ex9_2:10937205-10937228:-_5-4	PDIA6	38	167
NLGN4Y_CCDS14788.1_ex1_Y:16835095-16835118:-_12-6	NLGN4Y	823	530
SIGLECL1_CCDS12827.1_ex2_19:51769128-51769151:-_5-5	SIGLECL1	225	209
C10orf137_CCDS55733.1_ex3_10:127412428-127412451:+_5-4	C10orf137	513	398
ORAI2_CCDS5722.1_ex0_7:102079519-102079542:+_5-1	ORAI2	666	430
NXPE2_CCDS44738.1_ex2_11:114568990-114569013:+_5-3	NXPE2	207	464
OS9_CCDS31843.1_ex2_12:58089551-58089574:+_5-2	OS9	110	160
ATMIN_CCDS32494.1_ex0_16:81069681-81069704:-_5-2	ATMIN	1033	758
RBM34_CCDS41477.2_ex7_1:235318193-235318216:+_5-1	RBM34	6	21
TMEM249_CCDS59117.1_ex3_8:145577919-145577942:-_5-3	TMEM249	679	564
TPH1_CCDS7829.1_ex7_11:18054858-18054881:+_5-5	TPH1	513	555
EDIL3_CCDS4062.1_ex6_5:83433080-83433103:+_5-3	EDIL3	1578	1667
MCIDAS_CCDS54853.1_ex5_5:54522686-54522709:-_5-4	MCIDAS	213	291
MBD3L1_CCDS12209.1_ex0_19:8953465-8953488:-_5-2	MBD3L1	211	238
CHRNA9_CCDS3459.1_ex2_4:40339254-40339277:+_5-1	CHRNA9	435	379
ZNF285_CCDS12638.1_ex0_19:44891688-44891711:-_5-2	ZNF285	282	291
ANO9_CCDS31326.1_ex12_11:429571-429594:+_5-3	ANO9	850	625
CNGA2_CCDS14701.1_ex4_X:150911022-150911045:+_5-4	CNGA2	152	160
ZDHHC12_CCDS6909.1_ex2_9:131484297-131484320:+_5-3	ZDHHC12	492	440
RCOR2_CCDS8052.1_ex6_11:63681934-63681957:+_5-2	RCOR2	875	943
ZSCAN23_CCDS47393.1_ex0_6:28402841-28402864:-_5-2	ZSCAN23	383	294
GCN1L1_CCDS41847.1_ex37_12:120599816-120599839:+_5-3	GCN1L1	149	226
UGP2_CCDS1875.1_ex3_2:64109624-64109647:-_5-1	UGP2	152	432
EDEM3_CCDS1363.2_ex14_1:184701986-184702009:-_5-3	EDEM3	458	428
