sgRNA	gene	CRISPR_C6596654.sample	ERS717283.plasmid
ZNF648_CCDS30952.1_ex0_1:182026452-182026475:-_5-3	ZNF648	420	292
CCDC65_CCDS8772.1_ex3_12:49310833-49310856:+_5-4	CCDC65	235	222
DIP2B_CCDS31799.1_ex11_12:51080353-51080376:+_5-5	DIP2B	349	442
MPI_CCDS10272.1_ex1_15:75182964-75182987:-_5-1	MPI	434	591
NDUFA13_CCDS12404.2_ex1_19:19637047-19637070:+_5-2	NDUFA13	453	523
CEACAM4_CCDS33033.1_ex5_19:42132257-42132280:+_5-5	CEACAM4	328	437
KCTD13_CCDS10661.1_ex4_16:29934664-29934687:+_5-4	KCTD13	429	387
TSTD2_CCDS6727.2_ex6_9:100380103-100380126:-_5-3	TSTD2	239	206
TBL1X_CCDS14133.1_ex5_X:9660221-9660244:+_5-4	TBL1X	131	152
FKBP5_CCDS4808.1_ex6_6:35586918-35586941:-_5-2	FKBP5	66	91
CNOT6_CCDS4455.1_ex5_5:179992868-179992891:-_5-4	CNOT6	378	413
ELAC1_CCDS11949.1_ex1_18:48510593-48510616:-_5-1	ELAC1	448	317
NBPF3_CCDS216.1_ex5_1:21799964-21799987:-_6-4	NBPF3	537	439
ENOSF1_CCDS11822.1_ex11_18:693885-693908:+_5-4	ENOSF1	429	289
GBX2_CCDS2515.1_ex0_2:237075017-237075040:-_5-1	GBX2	0	0
SPAG7_CCDS42240.1_ex6_17:4871013-4871036:-_5-5	SPAG7	425	524
KLHDC3_CCDS4880.1_ex1_6:42985263-42985286:+_5-1	KLHDC3	379	546
CCDC54_CCDS2949.1_ex0_3:107096569-107096592:-_5-2	CCDC54	121	109
CHEK1_CCDS58191.1_ex3_11:125499296-125499319:+_5-3	CHEK1	0	41
R3HCC1_CCDS47826.1_ex0_8:23147841-23147864:+_5-1	R3HCC1	312	288
OTUD6A_CCDS14395.1_ex0_X:69282733-69282756:-_5-3	OTUD6A	1434	1057
C5orf22_CCDS3895.1_ex2_5:31535978-31536001:+_5-3	C5orf22	154	256
PITPNC1_CCDS58587.1_ex1_17:65529044-65529067:+_5-1	PITPNC1	108	251
PHC3_CCDS46952.1_ex8_3:169854205-169854228:-_5-1	PHC3	182	237
WHSC1_CCDS3356.1_ex0_4:1902632-1902655:-_5-2	WHSC1	157	205
ZBTB1_CCDS32097.1_ex0_14:64988386-64988409:-_5-1	ZBTB1	267	244
EDDM3A_CCDS9556.1_ex0_14:21215891-21215914:+_5-2	EDDM3A	114	77
RNF135_CCDS11262.1_ex0_17:29298268-29298291:-_5-2	RNF135	379	418
C9orf41_CCDS6649.1_ex7_9:77642920-77642943:+_5-4	C9orf41	285	315
CD5L_CCDS1171.1_ex3_1:157805769-157805792:+_5-4	CD5L	217	465
ENGASE_CCDS42394.1_ex4_17:77076343-77076366:+_5-2	ENGASE	654	466
SDK1_CCDS34590.1_ex12_7:4014034-4014057:-_5-3	SDK1	524	643
ABCA5_CCDS11685.1_ex22_17:67282094-67282117:+_5-1	ABCA5	57	90
RPSA_CCDS2686.1_ex1_3:39450198-39450221:-_5-1	RPSA	58	375
ATF3_CCDS1506.1_ex1_1:212791530-212791553:+_11-8	ATF3	154	61
PGPEP1_CCDS12375.1_ex3_19:18468340-18468363:-_5-5	PGPEP1	413	439
ZNF835_CCDS56105.1_ex0_19:57176219-57176242:+_5-3	ZNF835	1284	793
TRPV1_CCDS45576.1_ex11_17:3493642-3493665:+_5-2	TRPV1	824	925
SULT4A1_CCDS14051.1_ex6_22:44258079-44258102:+_5-4	SULT4A1	986	615
HPS4_CCDS13835.1_ex10_22:26873077-26873100:+_5-5	HPS4	1625	773
PTGES3L-AARSD1_CCDS11447.1_ex9_17:41113337-41113360:+_2-2	PTGES3L-AARSD1	127	133
C12orf79_CCDS58262.1_ex0_12:92381530-92381553:-_8-4	C12orf79	246	349
MED20_CCDS4862.1_ex1_6:41877090-41877113:-_5-2	MED20	54	311
PJA2_CCDS4099.1_ex6_5:108714924-108714947:+_5-5	PJA2	61	109
RNPS1_CCDS10465.1_ex4_16:2313117-2313140:+_5-3	RNPS1	104	619
AGPAT2_CCDS35181.1_ex2_9:139571548-139571571:+_5-3	AGPAT2	551	678
PLGRKT_CCDS6463.1_ex2_9:5361852-5361875:-_5-5	PLGRKT	423	248
CCDC155_CCDS46140.1_ex8_19:49910143-49910166:+_5-5	CCDC155	757	457
ECE2_CCDS3255.1_ex1_3:183975368-183975391:-_11-4	ECE2	4	35
DNAH1_CCDS46842.1_ex6_3:52366381-52366404:+_5-2	DNAH1	519	501
PEG3_CCDS12948.1_ex1_19:57329112-57329135:-_5-5	PEG3	940	791
C12orf50_CCDS9031.1_ex9_12:88391854-88391877:+_5-3	C12orf50	102	123
AP1G2_CCDS9602.1_ex16_14:24035023-24035046:-_5-3	AP1G2	566	504
PRKRIP1_CCDS34714.1_ex1_7:102038114-102038137:-_5-2	PRKRIP1	367	366
UTP6_CCDS11269.1_ex13_17:30219285-30219308:+_5-2	UTP6	91	254
RNF14_CCDS4270.1_ex2_5:141358370-141358393:-_5-2	RNF14	399	323
CNTNAP4_CCDS10924.2_ex5_16:76482751-76482774:-_5-3	CNTNAP4	11	66
KRTAP4-7_CCDS45673.1_ex0_17:39240641-39240664:-_4-3	KRTAP4-7	116	514
TRIM8_CCDS31274.1_ex0_10:104404823-104404846:+_5-2	TRIM8	0	0
FXYD1_CCDS12445.1_ex2_19:35632087-35632110:-_5-5	FXYD1	179	328
CMTM8_CCDS2652.1_ex0_3:32280592-32280615:-_5-1	CMTM8	754	593
TSPAN13_CCDS5363.1_ex1_7:16815907-16815930:+_5-2	TSPAN13	359	428
RNF11_CCDS556.1_ex0_1:51702533-51702556:+_5-1	RNF11	781	704
CKAP5_CCDS31477.1_ex24_11:46801823-46801846:+_5-3	CKAP5	72	421
RRN3_CCDS10559.1_ex7_16:15168597-15168620:-_5-3	RRN3	0	125
PRB2_CCDS41757.2_ex0_12:11546685-11546708:+_3-3	PRB2	887	593
ATCAY_CCDS45923.1_ex2_19:3905452-3905475:+_5-1	ATCAY	640	276
MGAT5B_CCDS11751.1_ex8_17:74921045-74921068:+_5-5	MGAT5B	276	392
NAV1_CCDS1414.2_ex4_1:201750414-201750437:-_5-2	NAV1	779	504
RAC2_CCDS13945.1_ex3_22:37628826-37628849:+_5-2	RAC2	575	507
TCTN3_CCDS31258.2_ex11_10:97452701-97452724:-_5-3	TCTN3	103	153
KREMEN2_CCDS10483.1_ex5_16:3016966-3016989:-_5-5	KREMEN2	822	618
TMEM168_CCDS5757.1_ex3_7:112424406-112424429:+_5-3	TMEM168	43	52
IL13RA2_CCDS14565.1_ex6_X:114249085-114249108:-_5-5	IL13RA2	193	91
PHKA2_CCDS14190.1_ex22_X:18954171-18954194:-_5-3	PHKA2	886	553
S100A4_CCDS1042.1_ex0_1:153516332-153516355:-_3-1	S100A4	583	506
AXDND1_CCDS30948.1_ex3_1:179347838-179347861:-_5-2	AXDND1	285	347
ALDOC_CCDS11236.1_ex6_17:26902256-26902279:+_5-4	ALDOC	267	347
COLQ_CCDS33709.1_ex13_3:15520877-15520900:-_5-3	COLQ	416	581
THOP1_CCDS12095.1_ex6_19:2806979-2807002:-_5-3	THOP1	685	779
KIR2DL1_CCDS12904.1_ex2_19:55284912-55284935:+_5-1	KIR2DL1	1339	762
HRG_CCDS3280.1_ex0_3:186383927-186383950:+_5-1	HRG	129	133
NPTX1_CCDS32762.1_ex4_17:78450117-78450140:+_5-5	NPTX1	1203	854
EMCN_CCDS3655.1_ex9_4:101401068-101401091:-_5-4	EMCN	104	121
CIT_CCDS55891.1_ex29_12:120204961-120204984:-_5-1	CIT	197	246
TBC1D1_CCDS33972.1_ex5_4:38029448-38029471:+_5-5	TBC1D1	229	217
APOB_CCDS1703.1_ex19_2:21255217-21255240:+_5-4	APOB	1434	1605
SLC16A13_CCDS11085.1_ex1_17:6940060-6940083:-_5-2	SLC16A13	452	601
GLIPR1_CCDS9011.1_ex0_12:75874812-75874835:+_5-1	GLIPR1	222	156
HMX2_CCDS31305.1_ex0_10:124908145-124908168:-_5-4	HMX2	146	62
SLC33A1_CCDS3173.1_ex5_3:155571385-155571408:+_5-3	SLC33A1	538	392
THOC3_CCDS4397.1_ex5_5:175395027-175395050:-_5-3	THOC3	247	499
LMO3_CCDS58210.1_ex2_12:16747183-16747206:-_6-4	LMO3	124	40
C4orf21_CCDS3700.2_ex22_4:113540824-113540847:-_5-4	C4orf21	689	555
INHBB_CCDS2132.1_ex1_2:121106683-121106706:-_5-4	INHBB	179	131
NAA15_CCDS43270.1_ex10_4:140278579-140278602:-_5-4	NAA15	26	188
RHAG_CCDS4927.1_ex6_6:49583398-49583421:-_5-1	RHAG	548	401
RAB24_CCDS34300.1_ex6_5:176730033-176730056:+_5-4	RAB24	656	596
SIGLEC15_CCDS32819.1_ex2_18:43417839-43417862:+_5-5	SIGLEC15	961	646
NUDT2_CCDS6552.1_ex0_9:34339148-34339171:+_5-1	NUDT2	398	303
PML_CCDS10255.1_ex1_15:74290559-74290582:-_5-2	PML	973	597
NELL1_CCDS44555.1_ex3_11:20869203-20869226:+_5-3	NELL1	771	679
SLC41A2_CCDS9100.2_ex7_12:105289084-105289107:-_5-3	SLC41A2	122	97
TULP2_CCDS12739.1_ex7_19:49398350-49398373:-_5-3	TULP2	265	348
ZNF329_CCDS12972.1_ex0_19:58640568-58640591:+_5-4	ZNF329	804	417
FAM163B_CCDS35171.1_ex0_9:136444433-136444456:-_5-2	FAM163B	437	634
C19orf26_CCDS12057.2_ex4_19:1235045-1235068:-_5-3	C19orf26	25	9
CD5_CCDS8000.1_ex2_11:60885943-60885966:-_5-3	CD5	299	438
PDCD1_CCDS33428.1_ex3_2:242795067-242795090:+_5-5	PDCD1	1442	920
C8orf88_CCDS59105.1_ex2_8:91983334-91983357:-_5-2	C8orf88	469	387
ADCK1_CCDS45144.1_ex2_14:78353447-78353470:-_5-3	ADCK1	282	359
SPAG11B_CCDS47774.1_ex1_8:7320325-7320348:+_5-4	SPAG11B	306	460
KCNK7_CCDS31608.1_ex1_11:65361330-65361353:-_5-4	KCNK7	490	380
MPG_CCDS32345.1_ex2_16:133128-133151:+_5-4	MPG	205	386
CD164_CCDS47462.1_ex5_6:109703442-109703465:-_5-4	CD164	566	764
C3orf30_CCDS2984.1_ex0_3:118865253-118865276:+_5-2	C3orf30	137	96
NDUFA4L2_CCDS8935.1_ex2_12:57630364-57630387:+_5-4	NDUFA4L2	609	756
CREM_CCDS31181.1_ex3_10:35468074-35468097:+_26-6	CREM	1028	934
IPP_CCDS30702.1_ex6_1:46206749-46206772:+_5-3	IPP	495	612
ARG1_CCDS5145.1_ex2_6:131900383-131900406:+_5-2	ARG1	275	250
HOXA10_CCDS5410.2_ex1_7:27213592-27213615:-_5-3	HOXA10	724	643
TMEM182_CCDS2064.1_ex2_2:103380795-103380818:-_5-1	TMEM182	1190	777
C2orf78_CCDS46338.1_ex1_2:74041132-74041155:-_5-2	C2orf78	0	7
VDAC3_CCDS47850.1_ex4_8:42257199-42257222:-_5-2	VDAC3	69	136
CCDC37_CCDS3037.1_ex3_3:126135201-126135224:-_5-1	CCDC37	387	444
WNT8A_CCDS43368.1_ex2_5:137420187-137420210:-_5-1	WNT8A	219	366
GDPGP1_CCDS32327.1_ex0_15:90784252-90784275:+_5-1	GDPGP1	491	460
PDP1_CCDS55262.1_ex1_8:94934471-94934494:+_5-1	PDP1	264	381
KTI12_CCDS562.1_ex0_1:52499035-52499058:+_5-2	KTI12	1160	935
PRPF40B_CCDS31796.2_ex12_12:50029033-50029056:-_5-5	PRPF40B	379	549
PSMB6_CCDS11056.1_ex3_17:4701042-4701065:+_5-4	PSMB6	0	0
GLCE_CCDS32277.1_ex0_15:69548642-69548665:-_5-3	GLCE	252	348
LAMA2_CCDS5138.1_ex17_6:129601212-129601235:-_5-3	LAMA2	369	635
FOXRED2_CCDS13929.1_ex7_22:36902277-36902300:-_5-5	FOXRED2	961	835
NAT16_CCDS5713.1_ex0_7:100815904-100815927:+_5-1	NAT16	326	241
TPH2_CCDS31859.1_ex3_12:72338387-72338410:-_5-3	TPH2	203	279
YEATS4_CCDS8990.1_ex1_12:69756672-69756695:-_5-2	YEATS4	10	50
PET117_CCDS54450.1_ex1_20:18122864-18122887:+_4-3	PET117	227	110
MAFB_CCDS13311.1_ex0_20:39317281-39317304:+_5-5	MAFB	403	352
KCNA5_CCDS8536.1_ex0_12:5153471-5153494:+_5-3	KCNA5	85	216
SPRR3_CCDS1033.1_ex0_1:152975846-152975869:-_5-5	SPRR3	340	339
NFE2L3_CCDS5396.1_ex0_7:26192607-26192630:-_5-2	NFE2L3	310	713
CASQ1_CCDS1198.2_ex1_1:160162654-160162677:+_5-3	CASQ1	337	185
ZNF80_CCDS2979.1_ex0_3:113955797-113955820:+_5-5	ZNF80	545	511
ZNF334_CCDS33480.1_ex0_20:45131471-45131494:+_5-4	ZNF334	549	432
BEX5_CCDS35350.1_ex0_X:101409126-101409149:-_5-4	BEX5	60	51
FAM19A3_CCDS30806.1_ex1_1:113265629-113265652:+_5-1	FAM19A3	1079	654
GABRA2_CCDS3471.1_ex5_4:46314636-46314659:+_5-5	GABRA2	185	128
ABTB1_CCDS3045.1_ex9_3:127396538-127396561:+_5-3	ABTB1	820	844
CMTR2_CCDS10898.1_ex0_16:71318897-71318920:-_5-1	CMTR2	348	550
DDX3X_CCDS43931.1_ex4_X:41201763-41201786:+_5-2	DDX3X	175	411
ZBTB25_CCDS9765.1_ex0_14:64954186-64954209:-_5-1	ZBTB25	92	119
NOP9_CCDS66616.1_ex1_14:24769752-24769775:+_5-4	NOP9	551	863
GPR160_CCDS3211.1_ex0_3:169802355-169802378:-_5-4	GPR160	136	128
CDKL3_CCDS47264.1_ex10_5:133695760-133695783:-_5-5	CDKL3	375	279
SLC16A4_CCDS55621.1_ex3_1:110921840-110921863:-_7-2	SLC16A4	214	554
BAALC_CCDS47906.1_ex0_8:104153246-104153269:-_7-4	BAALC	838	816
MSTN_CCDS2303.1_ex1_2:190925063-190925086:-_5-4	MSTN	97	108
HNRNPH1_CCDS4446.1_ex7_5:179045249-179045272:+_5-3	HNRNPH1	410	581
ZNF468_CCDS33094.1_ex1_19:53352379-53352402:-_8-8	ZNF468	104	101
DLEU7_CCDS53869.1_ex1_13:51417520-51417543:-_5-3	DLEU7	229	371
FEM1B_CCDS10228.1_ex1_15:68582162-68582185:-_5-4	FEM1B	359	252
ZBTB41_CCDS30960.1_ex8_1:197160888-197160911:-_5-2	ZBTB41	31	11
DPRX_CCDS33103.1_ex1_19:54137887-54137910:-_5-2	DPRX	470	336
VPS13B_CCDS47903.1_ex2_8:100108570-100108593:-_5-3	VPS13B	393	437
PRADC1_CCDS1924.1_ex2_2:73456652-73456675:+_5-4	PRADC1	160	543
DHODH_CCDS42192.1_ex3_16:72050920-72050943:+_5-4	DHODH	38	94
ATG4A_CCDS14538.1_ex6_X:107380322-107380345:+_5-5	ATG4A	52	123
PTGER2_CCDS9708.1_ex0_14:52781583-52781606:-_5-2	PTGER2	475	522
ZNF268_CCDS45012.1_ex4_12:133779300-133779323:-_19-19	ZNF268	38	66
FAM110A_CCDS13008.1_ex0_20:825803-825826:-_5-1	FAM110A	785	616
KLK3_CCDS12807.1_ex1_19:51359640-51359663:-_6-2	KLK3	499	590
ADC_CCDS375.1_ex2_1:33557709-33557732:-_5-2	ADC	253	288
SGCZ_CCDS5992.2_ex4_8:14095099-14095122:-_5-2	SGCZ	623	558
NLRP3_CCDS1632.1_ex2_1:247587673-247587696:-_5-4	NLRP3	388	584
CA12_CCDS10185.1_ex7_15:63637674-63637697:-_5-2	CA12	394	575
MMEL1_CCDS30569.2_ex15_1:2537009-2537032:-_5-2	MMEL1	231	278
UTP3_CCDS3546.1_ex0_4:71554987-71555010:+_5-5	UTP3	254	628
RPS8_CCDS513.1_ex3_1:45243453-45243476:-_5-5	RPS8	15	393
TTLL11_CCDS48012.1_ex8_9:124855543-124855566:+_5-4	TTLL11	1211	1087
LRRC16B_CCDS32054.1_ex6_14:24524311-24524334:+_5-1	LRRC16B	1115	959
WNT2_CCDS5771.1_ex2_7:116955364-116955387:+_5-2	WNT2	62	68
TWF1_CCDS31780.2_ex3_12:44191619-44191642:-_5-2	TWF1	434	404
FXYD3_CCDS12442.1_ex3_19:35613667-35613690:+_13-8	FXYD3	334	705
SEMA4F_CCDS1955.1_ex8_2:74902043-74902066:-_5-5	SEMA4F	816	686
DPYSL3_CCDS43381.1_ex7_5:146788333-146788356:-_5-1	DPYSL3	418	326
FXYD4_CCDS7203.1_ex3_10:43870989-43871012:+_5-4	FXYD4	805	578
ARL6IP1_CCDS10572.1_ex4_16:18810059-18810082:+_5-4	ARL6IP1	223	210
SPIN4_CCDS43964.1_ex0_X:62570464-62570487:+_5-2	SPIN4	8	1
BCL9L_CCDS8403.1_ex2_11:118773364-118773387:+_5-2	BCL9L	537	561
SLFNL1_CCDS460.1_ex3_1:41486205-41486228:-_5-5	SLFNL1	194	302
PPP4C_CCDS10669.1_ex1_16:30092573-30092596:+_5-1	PPP4C	146	217
FANCD2OS_CCDS2596.1_ex0_3:10146309-10146332:+_5-5	FANCD2OS	835	569
KITLG_CCDS31867.1_ex4_12:88912616-88912639:-_5-3	KITLG	335	217
UTP20_CCDS9081.1_ex13_12:101693775-101693798:-_5-2	UTP20	78	398
SKP1_CCDS4171.1_ex2_5:133496762-133496785:+_5-1	SKP1	81	295
TMEM63B_CCDS34461.1_ex5_6:44107253-44107276:-_5-2	TMEM63B	498	517
CTDSP2_CCDS41801.1_ex4_12:58220789-58220812:+_5-3	CTDSP2	227	293
MYO19_CCDS45654.1_ex18_17:34883893-34883916:-_5-4	MYO19	310	348
ATXN2L_CCDS10639.1_ex4_16:28837553-28837576:+_5-1	ATXN2L	299	355
SGSM3_CCDS14002.1_ex8_22:40802494-40802517:+_5-5	SGSM3	398	564
NDRG2_CCDS61384.1_ex11_14:21490205-21490228:+_5-4	NDRG2	190	246
AMPD2_CCDS30796.1_ex4_1:110169901-110169924:+_5-4	AMPD2	659	599
SRSF5_CCDS32109.1_ex1_14:70235316-70235339:+_5-1	SRSF5	178	128
ZBTB38_CCDS43157.1_ex0_3:141161592-141161615:-_5-1	ZBTB38	95	149
SLC25A17_CCDS14005.1_ex5_22:41188575-41188598:-_5-4	SLC25A17	292	347
KIAA0195_CCDS32732.1_ex14_17:73489114-73489137:-_5-5	KIAA0195	777	689
TMEM244_CCDS34536.1_ex2_6:130164678-130164701:+_5-4	TMEM244	248	296
TUFT1_CCDS1000.1_ex8_1:151547394-151547417:+_5-5	TUFT1	217	270
KIAA0355_CCDS12436.1_ex6_19:34824699-34824722:-_5-4	KIAA0355	104	159
TMEM175_CCDS3341.1_ex4_4:945492-945515:-_5-2	TMEM175	653	780
MKS1_CCDS11603.2_ex16_17:56295967-56295990:+_5-5	MKS1	758	729
IFNLR1_CCDS248.1_ex5_1:24507219-24507242:-_5-5	IFNLR1	296	382
SIPA1_CCDS8108.1_ex0_11:65408716-65408739:-_5-2	SIPA1	514	426
ATP2B1_CCDS41817.1_ex20_12:90049512-90049535:-_5-5	ATP2B1	121	38
TSPAN14_CCDS44448.1_ex1_10:82272013-82272036:-_5-5	TSPAN14	808	696
CPXCR1_CCDS14458.1_ex0_X:88008873-88008896:-_5-2	CPXCR1	6	27
C17orf105_CCDS45695.1_ex1_17:41858512-41858535:-_5-4	C17orf105	1264	769
NDST3_CCDS3708.1_ex3_4:119059246-119059269:-_5-5	NDST3	1277	613
PVRL2_CCDS12645.1_ex1_19:45368872-45368895:+_5-4	PVRL2	232	376
CNRIP1_CCDS1886.1_ex1_2:68544421-68544444:-_5-4	CNRIP1	208	218
STAMBPL1_CCDS7391.1_ex1_10:90665256-90665279:+_5-1	STAMBPL1	672	626
LGI2_CCDS3431.1_ex2_4:25019722-25019745:-_5-4	LGI2	338	258
MC4R_CCDS11976.1_ex0_18:58039082-58039105:-_5-1	MC4R	225	281
NPAS3_CCDS53891.1_ex3_14:33836388-33836411:+_5-2	NPAS3	332	469
PTPRG_CCDS2895.1_ex11_3:62189152-62189175:-_5-5	PTPRG	775	515
ZNF239_CCDS41502.1_ex0_10:44052931-44052954:+_5-1	ZNF239	216	248
C6orf106_CCDS4795.1_ex3_6:34664247-34664270:+_5-5	C6orf106	697	567
GSPT1_CCDS45412.1_ex7_16:11980773-11980796:-_5-2	GSPT1	7	354
C19orf71_CCDS45918.1_ex1_19:3543376-3543399:+_5-3	C19orf71	623	475
ITGB7_CCDS8849.1_ex10_12:53590455-53590478:+_5-2	ITGB7	658	1275
LIPI_CCDS13564.1_ex8_21:15561526-15561549:-_5-5	LIPI	325	286
NT5C_CCDS11715.1_ex4_17:73127640-73127663:-_5-5	NT5C	1325	1027
NEDD4L_CCDS45872.1_ex8_18:55992388-55992411:-_5-1	NEDD4L	539	354
FOXN1_CCDS11232.1_ex1_17:26851765-26851788:-_5-2	FOXN1	266	413
RABIF_CCDS1428.1_ex1_1:202858099-202858122:-_5-4	RABIF	960	855
SLC25A23_CCDS32882.1_ex6_19:6456526-6456549:+_5-3	SLC25A23	1100	1056
VDAC2_CCDS53544.1_ex5_10:76980643-76980666:-_5-5	VDAC2	420	398
ZNF766_CCDS46163.1_ex3_19:52793598-52793621:+_5-4	ZNF766	257	191
ASGR1_CCDS11089.1_ex4_17:7080175-7080198:-_5-2	ASGR1	384	452
SLC38A4_CCDS8750.1_ex6_12:47172462-47172485:-_5-1	SLC38A4	336	552
TVP23C-CDRT4_CCDS56021.1_ex3_17:15456997-15457020:-_2-1	TVP23C-CDRT4	224	373
ITGA4_CCDS42788.1_ex6_2:182346359-182346382:+_5-5	ITGA4	321	181
RNF214_CCDS41720.1_ex4_11:117117541-117117564:+_5-3	RNF214	120	187
MPI_CCDS10272.1_ex4_15:75185483-75185506:-_5-5	MPI	403	238
FAM217B_CCDS13484.1_ex0_20:58519452-58519475:-_5-3	FAM217B	721	508
ASPSCR1_CCDS11796.1_ex4_17:79952732-79952755:+_5-3	ASPSCR1	335	347
C14orf166B_CCDS9853.2_ex2_14:77297683-77297706:-_5-1	C14orf166B	482	530
OAS1_CCDS31905.1_ex1_12:113346544-113346567:-_5-3	OAS1	453	636
WDPCP_CCDS42688.1_ex13_2:63712102-63712125:+_5-4	WDPCP	157	407
CEACAM5_CCDS12584.1_ex2_19:42219132-42219155:-_5-2	CEACAM5	451	485
LYPD3_CCDS12620.1_ex2_19:43967900-43967923:-_5-5	LYPD3	473	549
NKX2-8_CCDS9660.1_ex1_14:37051450-37051473:+_5-5	NKX2-8	636	670
KIAA1737_CCDS9855.1_ex2_14:77579869-77579892:-_5-3	KIAA1737	325	302
B4GALT2_CCDS506.1_ex0_1:44446918-44446941:-_5-1	B4GALT2	241	191
TNRC6A_CCDS10624.2_ex5_16:24801634-24801657:-_5-3	TNRC6A	434	338
HS3ST4_CCDS53995.1_ex0_16:25704379-25704402:+_5-5	HS3ST4	517	590
IMPAD1_CCDS6169.1_ex3_8:57892602-57892625:-_5-2	IMPAD1	574	679
CHRND_CCDS2494.1_ex6_2:233394634-233394657:+_5-4	CHRND	542	443
B3GALT1_CCDS2227.1_ex0_2:168725694-168725717:-_5-1	B3GALT1	564	319
METTL25_CCDS9024.1_ex1_12:82780641-82780664:-_5-4	METTL25	636	451
MSANTD3_CCDS56579.1_ex0_9:103204378-103204401:-_6-3	MSANTD3	289	414
LCOR_CCDS53561.1_ex2_10:98714727-98714750:-_5-5	LCOR	723	627
MUC22_CCDS59003.1_ex1_6:30994166-30994189:-_5-3	MUC22	818	720
C9orf64_CCDS6666.2_ex2_9:86570514-86570537:+_5-2	C9orf64	881	596
NEUROD2_CCDS11338.1_ex0_17:37762184-37762207:-_5-2	NEUROD2	444	487
NHLRC3_CCDS31961.1_ex2_13:39613821-39613844:-_5-4	NHLRC3	719	516
LMCD1_CCDS33688.1_ex3_3:8590348-8590371:-_9-5	LMCD1	615	412
CCDC66_CCDS33770.2_ex1_3:56600730-56600753:+_5-2	CCDC66	20	47
VWC2L_CCDS46509.1_ex0_2:215279044-215279067:+_5-1	VWC2L	289	235
MCFD2_CCDS33192.1_ex2_2:47136192-47136215:-_10-10	MCFD2	924	764
DNHD1_CCDS44532.1_ex0_11:6519830-6519853:-_5-4	DNHD1	114	166
CASP7_CCDS58096.1_ex1_10:115480831-115480854:-_5-1	CASP7	657	472
FAM167B_CCDS358.2_ex1_1:32714026-32714049:-_5-5	FAM167B	797	575
PRKRA_CCDS2279.1_ex4_2:179309153-179309176:+_5-2	PRKRA	105	87
CD70_CCDS12170.1_ex0_19:6586204-6586227:+_5-1	CD70	37	299
FAM98A_CCDS33179.1_ex4_2:33813406-33813429:+_5-3	FAM98A	418	275
MARCH9_CCDS31847.1_ex2_12:58151904-58151927:-_5-4	MARCH9	655	598
GZMH_CCDS9632.1_ex1_14:25076576-25076599:-_7-2	GZMH	337	365
KLRC2_CCDS31745.1_ex4_12:10587975-10587998:+_3-2	KLRC2	315	715
PUS1_CCDS31928.1_ex0_12:132414648-132414671:-_5-1	PUS1	440	461
PADI2_CCDS177.1_ex10_1:17418956-17418979:+_5-3	PADI2	702	867
ZBTB7B_CCDS1081.1_ex0_1:154987611-154987634:-_5-3	ZBTB7B	837	669
PRPF38B_CCDS788.1_ex4_1:109241278-109241301:+_5-5	PRPF38B	24	153
ACSF3_CCDS10974.1_ex0_16:89167283-89167306:-_5-2	ACSF3	604	607
SLC52A2_CCDS6423.1_ex1_8:145583700-145583723:-_5-3	SLC52A2	376	442
RAB33A_CCDS14621.1_ex1_X:129318388-129318411:+_5-5	RAB33A	181	204
GCKR_CCDS1757.1_ex10_2:27729350-27729373:-_5-5	GCKR	332	391
RGS9BP_CCDS12424.1_ex0_19:33167291-33167314:+_5-1	RGS9BP	0	0
TAAR6_CCDS5155.1_ex0_6:132891630-132891653:-_5-2	TAAR6	1010	656
LMBRD2_CCDS34145.1_ex14_5:36141262-36141285:-_5-4	LMBRD2	169	196
MSANTD1_CCDS47003.1_ex1_4:3254966-3254989:-_5-4	MSANTD1	515	529
ANTXR2_CCDS47085.1_ex8_4:80954693-80954716:-_5-1	ANTXR2	179	90
AFM_CCDS3557.1_ex3_4:74351751-74351774:-_5-1	AFM	168	117
ZC3H12A_CCDS417.1_ex0_1:37941533-37941556:-_5-1	ZC3H12A	136	155
KIAA0101_CCDS10193.1_ex1_15:64669085-64669108:-_5-3	KIAA0101	73	96
ZMIZ2_CCDS43576.1_ex5_7:44799039-44799062:-_5-4	ZMIZ2	525	624
THAP3_CCDS55572.1_ex1_1:6688733-6688756:+_5-5	THAP3	664	530
FNBP4_CCDS41644.1_ex9_11:47765535-47765558:+_5-1	FNBP4	24	62
CCDC39_CCDS46964.1_ex13_3:180372553-180372576:-_5-2	CCDC39	173	172
EBF1_CCDS4343.1_ex13_5:158523372-158523395:-_5-4	EBF1	70	37
TYRO3_CCDS10080.1_ex3_15:41854858-41854881:+_5-2	TYRO3	112	273
SLC11A2_CCDS53791.1_ex11_12:51398622-51398645:-_5-3	SLC11A2	356	418
PLCB1_CCDS13102.1_ex10_20:8678265-8678288:+_5-5	PLCB1	433	420
FMN2_CCDS31069.2_ex0_1:240255677-240255700:-_5-2	FMN2	939	654
RNF139_CCDS6350.1_ex1_8:125498790-125498813:+_5-5	RNF139	687	529
ZFAND5_CCDS6642.1_ex3_9:74975055-74975078:-_5-4	ZFAND5	89	167
SOX12_CCDS12995.1_ex0_20:307175-307198:+_5-5	SOX12	604	406
IGFBP7_CCDS3512.1_ex4_4:57976128-57976151:-_5-1	IGFBP7	918	645
PCDHB6_CCDS4248.1_ex0_5:140530300-140530323:+_5-1	PCDHB6	262	303
